lemma (V),sentence,dobj,dobj index
watch,She wanted to watch the movie with us and tim and all them were trying to coax her into going to bed.,movie,5
watch,This is my favorite part of the  urllink article...   'first the scientists watched the sheep to be sure of their behavior  something that cannot be done with humans.,sheep,18
watch,"You can't watch human behavior, but you can take apart their brains.",behavior,5
watch,"Working at my hotel, standing on miami beach watching fireworks with glass of champagne in hand - and i get paid to do this!",fireworks,10
watch,"Not watching too much tv, but spending too much time online.",tv,4
watch,"2.  watching every romantic comedy from moonstruck to one fine day, sliding doors to serendipity alone with the biggest tub of buttered popcorn you can find and wondering why you can't have that perfect little romance - or that perfect little belly button.",comedy,6
watch,"2.  watching every romantic comedy from moonstruck to one fine day, sliding doors to serendipity alone with the biggest tub of buttered popcorn you can find and wondering why you can't have that perfect little romance - or that perfect little belly button.",doors,15
watch,"And, believe it or not, the whole mail truck hi-jack hi-jinx took precedence on the whole 6 minutes that i did watch of friday night's news.",that,24
watch,"Never never land  i've been subjected to watching peter pan twice a day, every day this week.",pan,11
watch,"You know how little kids get, they need to watch the same thing over and over again until they know all the words and all the scary parts lose their scariness.",thing,13
watch,Gifts received  i had the amazing experience of watching the lunar eclipse last night.,eclipse,12
watch,"Rockefeller center - gorgeous example of true art deco style st. patrick's cathedral - arches overhead were breathtaking radio city music hall - people were lining up outside to watch arrivals for the tony awards washington square - it was late, we saw the movie 2 fast 2 furious.",arrivals,32
watch,"It was strange to watch miami on the screen in new york china town - the best chinese food i've ever had, and my friend ordered in chinese; it doesn't get more authentic than that!",miami,5
watch,Watch your sodium or watch your cholesterol.,sodium,2
watch,Watch your sodium or watch your cholesterol.,cholesterol,6
watch,"I watched with tears welling up as the two of them walked hand in hand into the school, the littlest one's lunchbag dangling down past her knees because she's just so small.",lunchbag,23
watch,"Then, near the end of the entry, there's the finish line caller, watching the line and calling out the boats as they cross the finish, 1! 2! 3!.",line,18
watch,"I don't watch tv, i read.",tv,4
watch,"What, you think your 7 year old isn't watching mtv?",mtv,11
watch,Maybe they were listening to a janet jackson cd after having watched the game.,game,13
watch,"American diva  i was watching that idol show last night (for the 2nd time), and i noticed that at the end that seacrest guy said, 'seacrest out!'.",show,8
watch,"Just watch the movie and eat your popcorn, and shut up already.",movie,3
watch,Party pooper  i have been staying up late to watch the democratic convention on tv.,convention,13
watch,"I don't have cable or satelite, so i probably won't be able to watch it when it comes on tv.",it,17
watch,"I've downloaded a few episodes, and i think it would be interesting to watch some clips and compare the female friendships and love relationships to those of satc.",clips,17
watch,"I hadn't watched casablanca yet, and i absolutely knew it was due by the 23rd!",casablanca,4
watch,"At this point, my legs decided the invisible stranger had led them astray from the true path which is a body part's only real hope to enter the divine heaven that is sitting on a lazy boy with a giant glass of iced lemonade watching bond movie and eating ribs.",movie,48
watch,To be a mental patient is to watch tv and see how violent and dangerous and dumb and incompetent and crazy you are.,tv,8
watch,haha... night time watched men at forty..,men,5
watch,"grrr... reached home bathed 4 an hour, ate instant noodles... watched television for  pathetic 30mins (well its better than nothing)..",television,14
watch,ok i thinki have to stop here.. wanna watch barney!!,barney,10
watch,I'll leave you with another question 'if there weren't any people to watch it would the tide still go in and out?' - soooo philosophical.,it,16
watch,"Anyway, i'm going to watch eastenders now and then print out some more pictures of paris for my picture board.",eastenders,7
watch,"I am watching the football at the mo, is anyone else?",football,4
watch,"Yesterday night, around 11pm, i was watching tv in the living room and happened to look out the window (that wasn't the story, just the build up) the security light came on outside the toman's house and this person was walking around looking around the bins, at the door and then started waving this big stick in the air.",tv,10
watch,jejeje....woke up at 11 plus watch some vcds then start to use computer until ard 4 plus...felt veri tired so went to take a nap and my fone rang telling me tuiton was cancelled 2day so went back sleep again...when i wake up i was already 8pm...took dinner at 8:30 and watch some stupid comedy series....tok to my mother asking her to increased my pocket money to $60 a week not veri much rite????it is still at pending....time for vcds....peace out...,vcds,9
watch,jejeje....woke up at 11 plus watch some vcds then start to use computer until ard 4 plus...felt veri tired so went to take a nap and my fone rang telling me tuiton was cancelled 2day so went back sleep again...when i wake up i was already 8pm...took dinner at 8:30 and watch some stupid comedy series....tok to my mother asking her to increased my pocket money to $60 a week not veri much rite????it is still at pending....time for vcds....peace out...,series,63
watch,"As i watch the liberation of iraq, i can only hope the men & women of the us armed services stay safe and come home safely.",liberation,4
