,Unnamed: 0,Sentence_Count,Token_ID,Word,UD_POS,SPACY_POS,Only_Mask_Tags_1,Only_Mask_Tags_2,Only_Mask_Tags_3,Only_Mask_Tags_4,Only_Mask_Tags_5,Only_Mask_Tags_6,Only_Mask_Tags_7,Only_Mask_Tags_8,Only_Mask_Tags_9,lemma,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9
128,128,9,5,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
129,129,9,6,stock,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,stock,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
130,130,9,7,.,PUNCT,PUNCT,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
131,131,10,0,I,PRON,PRON,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
132,132,10,1,doubt,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,doubt,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
133,133,10,2,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,SCONJ,SCONJ,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
134,134,10,3,very,ADV,ADV,ADV,ADV,ADV,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,very,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV
135,135,10,4,few,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,few,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
136,136,10,5,who,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,who,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
137,137,10,6,actually,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,actually,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV
138,138,10,7,read,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,read,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
139,139,10,8,my,PRON,PRON,PRON,PRON,DET,DET,DET,PRON,PRON,PRON,PRON,my,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
140,140,10,9,blog,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,blog,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
141,141,10,10,have,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,have,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
142,142,10,11,not,PART,PART,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,not,PART,PART,PART,PART,PART,PART,PART,PART,PART
143,143,10,12,come,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,come,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
144,144,10,13,across,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,across,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
145,145,10,14,this,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,this,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
146,146,10,15,yet,ADV,ADV,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,yet,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV
147,147,10,16,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
148,148,10,17,but,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,but,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
149,149,10,18,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,ADV,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
150,150,10,19,figured,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,figure,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
151,151,10,20,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
152,152,10,21,would,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,would,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
153,153,10,22,put,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,put,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
154,154,10,23,it,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,it,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
155,155,10,24,out,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,out,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV
156,156,10,25,there,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,there,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV
157,157,10,26,anyways,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,anyways,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV
158,158,10,27,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
159,159,11,0,John,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,John,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
160,160,11,1,Donovan,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Donovan,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
161,161,11,2,from,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,from,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
162,162,11,3,Argghhh!,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Argghhh!,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
163,163,11,4,has,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,have,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
164,164,11,5,put,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,put,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
165,165,11,6,out,ADP,ADP,ADV,ADV,ADP,ADP,ADP,ADP,ADP,ADP,ADP,out,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
166,166,11,7,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,DET,DET,DET,DET,DET,DET,DET,DET,DET
167,167,11,8,excellent,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,excellent,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
168,168,11,9,slide,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,slide,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
169,169,11,10,show,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,show,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
170,170,11,11,on,SCONJ,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,on,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
171,171,11,12,what,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,what,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
172,172,11,13,was,AUX,AUX,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,be,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
173,173,11,14,actually,ADV,ADV,AUX,AUX,AUX,ADV,ADV,ADV,ADV,ADV,ADV,actually,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV
174,174,11,15,found,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,find,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
175,175,11,16,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ
176,176,11,17,fought,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,fight,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
177,177,11,18,for,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,for,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
178,178,11,19,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
179,179,11,20,Fallujah,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Fallujah,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
180,180,11,21,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
181,181,12,0,Click,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,NOUN,NOUN,VERB,click,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
182,182,12,1,here,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,NOUN,ADV,here,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV
183,183,12,2,To,PART,PART,PART,PART,PART,PART,PART,PART,PART,PART,PART,to,PART,PART,PART,PART,PART,PART,PART,PART,PART
184,184,12,3,view,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,view,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
185,185,12,4,it,PRON,PRON,ADV,ADV,ADV,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,it,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
186,186,12,5,.,PUNCT,PUNCT,NOUN,NOUN,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,ADV,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
187,187,13,0,He,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PROPN,he,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
188,188,13,1,makes,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,make,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
189,189,13,2,some,DET,DET,DET,DET,ADV,ADV,ADV,ADV,ADV,ADV,ADV,some,DET,DET,DET,DET,DET,DET,DET,DET,DET
190,190,13,3,good,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,good,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
191,191,13,4,observations,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,observation,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
192,192,13,5,on,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,on,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
193,193,13,6,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,DET,DET,DET,DET,DET,DET,DET,DET,DET
194,194,13,7,few,ADJ,ADJ,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,few,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
195,195,13,8,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
196,196,13,9,the,DET,DET,PRON,PRON,PRON,PRON,DET,PRON,PRON,PRON,PRON,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
197,197,13,10,pic's,NOUN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,pic,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
198,198,13,11,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
199,199,14,0,One,NUM,NUM,NUM,NUM,NUM,NUM,PRON,PRON,NUM,PRON,NUM,one,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM
200,200,14,1,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
201,201,14,2,the,DET,DET,DET,DET,DET,DET,DET,DET,PRON,PRON,PRON,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
202,202,14,3,pictures,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,picture,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
203,203,14,4,shows,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,show,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
204,204,14,5,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a,DET,DET,DET,DET,DET,DET,DET,DET,DET
205,205,14,6,flag,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,flag,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
206,206,14,7,that,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,that,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
207,207,14,8,was,AUX,AUX,AUX,AUX,PRON,AUX,PRON,AUX,PRON,PRON,PRON,be,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
208,208,14,9,found,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,find,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
209,209,14,10,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
210,210,14,11,Fallujah,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Fallujah,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
211,211,14,12,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
212,212,15,0,On,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,on,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
213,213,15,1,the,DET,DET,DET,DET,DET,DET,DET,DET,PRON,PRON,PRON,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
214,214,15,2,next,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,next,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
215,215,15,3,two,NUM,NUM,ADJ,ADJ,NUM,NUM,NUM,NUM,NUM,NUM,NUM,two,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM
216,216,15,4,pictures,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,picture,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
217,217,15,5,he,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,he,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
218,218,15,6,took,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,take,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
219,219,15,7,screenshots,NOUN,NOUN,NUM,NUM,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,screenshot,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
220,220,15,8,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
221,221,15,9,two,NUM,NUM,DET,DET,DET,DET,DET,DET,DET,DET,DET,two,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM
222,222,15,10,beheading,NOUN,VERB,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,ADJ,beheading,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
223,223,15,11,video's,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,video,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
224,224,15,12,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
225,225,16,0,Compare,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,compare,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
226,226,16,1,the,DET,DET,DET,DET,DET,DET,PRON,DET,PRON,DET,DET,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
227,227,16,2,flags,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,flag,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
228,228,16,3,to,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,to,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
229,229,16,4,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,PRON,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
230,230,16,5,Fallujah,PROPN,PROPN,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,Fallujah,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
231,231,16,6,one,NOUN,NUM,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,one,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM
232,232,16,7,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
233,233,17,0,You,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,you,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
234,234,17,1,have,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,have,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
235,235,17,2,to,PART,PART,PART,PART,PART,PART,PART,PART,PART,ADV,AUX,to,PART,PART,PART,PART,PART,PART,PART,PART,PART
236,236,17,3,see,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,see,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
237,237,17,4,these,DET,DET,DET,DET,DET,DET,DET,DET,PRON,PRON,PRON,this,DET,DET,DET,DET,DET,DET,DET,DET,DET
238,238,17,5,slides,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,slide,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
239,239,17,6,....,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,....,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
240,240,17,7,they,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,they,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
241,241,17,8,are,AUX,AUX,AUX,AUX,AUX,AUX,VERB,VERB,VERB,VERB,VERB,be,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
242,242,17,9,amazing,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,amazing,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
243,243,17,10,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT
244,244,18,0,This,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,this,DET,DET,DET,DET,DET,DET,DET,DET,DET
245,245,18,1,Fallujah,PROPN,PROPN,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,Fallujah,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
246,246,18,2,operation,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,operation,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
247,247,18,3,my,AUX,PRON,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,may,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON
248,248,18,4,turn,VERB,NOUN,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,turn,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
249,249,18,5,out,ADP,ADP,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,out,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
250,250,18,6,to,PART,PART,PART,PART,PART,PART,PART,PART,PART,PART,PART,to,PART,PART,PART,PART,PART,PART,PART,PART,PART
251,251,18,7,be,AUX,AUX,AUX,AUX,VERB,VERB,VERB,AUX,AUX,AUX,AUX,be,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX
252,252,18,8,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
253,253,18,9,most,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,most,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV
254,254,18,10,important,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,important,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ
255,255,18,11,operation,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,operation,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
256,256,18,12,done,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,do,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB
257,257,18,13,by,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,by,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
258,258,18,14,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
259,259,18,15,US,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,US,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
260,260,18,16,Military,NOUN,PROPN,PROPN,PROPN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,military,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN
261,261,18,17,since,ADP,SCONJ,SCONJ,SCONJ,ADP,ADP,ADP,ADP,ADP,ADP,ADP,since,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ
262,262,18,18,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
263,263,18,19,end,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,end,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
264,264,18,20,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,of,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP
265,265,18,21,the,DET,DET,DET,DET,DET,ADJ,DET,DET,DET,DET,DET,the,DET,DET,DET,DET,DET,DET,DET,DET,DET
266,266,18,22,war,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,PROPN,NOUN,PROPN,war,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN
